Timestamp,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
2023-05-06 00:45:00,29699.69,29713.68,29691.26,29704.56,4.95047,1683333959999,147047.0943653,141,2.31676,68806.776947,0
2023-05-06 00:46:00,29704.57,29749.99,29704.57,29748.98,5.24289,1683334019999,155876.9712416,215,3.28728,97731.8142601,0
2023-05-06 00:47:00,29743.93,29754.99,29687.14,29696.23,11.85128,1683334079999,352119.9678653,331,4.71948,140193.3976048,0
2023-05-06 00:48:00,29690.01,29706.56,29676.71,29698.89,8.54876,1683334139999,253800.983358,283,4.11449,122142.9425853,0
2023-05-06 00:49:00,29692.19,29705.66,29684.55,29689.03,4.67756,1683334199999,138910.9819428,134,2.15415,63960.3896908,0
2023-05-06 00:50:00,29689.03,29702.37,29680.67,29694.03,5.44848,1683334259999,161755.1626035,151,3.42905,101796.6126416,0
2023-05-06 00:51:00,29693.67,29717.99,29684.45,29717.99,4.38963,1683334319999,130342.5935191,148,2.06,61160.3301001,0
2023-05-06 00:52:00,29717.99,29719.99,29697.08,29716.4,6.35017,1683334379999,188673.5892935,179,2.68607,79793.0266819,0
2023-05-06 00:53:00,29719.2,29726.62,29711.28,29716.05,4.19325,1683334439999,124617.395569,140,1.91871,57015.6974905,0
2023-05-06 00:54:00,29716.05,29724.14,29708.66,29716.76,2.13875,1683334499999,63558.4377987,122,0.70764,21026.3185327,0
2023-05-06 00:55:00,29716.75,29716.75,29687.55,29687.55,3.01197,1683334559999,89448.1798812,117,1.02626,30474.4757608,0
2023-05-06 00:56:00,29687.56,29695.6,29680.0,29680.01,3.59814,1683334619999,106829.4537873,101,1.17958,35016.9377273,0
2023-05-06 00:57:00,29680.01,29689.2,29674.05,29674.06,3.36733,1683334679999,99954.198852,94,2.10393,62450.6492942,0
2023-05-06 00:58:00,29674.05,29674.05,29655.75,29671.28,6.56915,1683334739999,194876.8379969,339,3.02187,89639.0397045,0
2023-05-06 00:59:00,29671.28,29686.55,29671.28,29672.22,2.54635,1683334799999,75573.5111317,92,0.5847,17350.3062506,0
2023-05-06 01:00:00,29677.79,29681.69,29665.46,29673.96,4.28975,1683334859999,127296.0916376,138,2.20493,65424.3250356,0
2023-05-06 01:01:00,29673.97,29684.47,29673.97,29683.9,1.55561,1683334919999,46170.9013097,81,0.66249,19661.0619976,0
2023-05-06 01:02:00,29683.9,29690.0,29683.89,29689.9,0.95049,1683334979999,28217.901896,75,0.78591,23331.6973016,0
2023-05-06 01:03:00,29689.89,29693.04,29671.66,29671.66,3.17644,1683335039999,94290.2478379,93,0.74548,22123.3413564,0
2023-05-06 01:04:00,29671.65,29671.65,29640.36,29640.37,7.78735,1683335099999,230913.6451043,324,3.3605,99626.3341146,0
2023-05-06 01:05:00,29640.36,29647.67,29610.87,29633.93,7.86304,1683335159999,232975.8535049,474,3.65504,108298.5483437,0
2023-05-06 01:06:00,29633.94,29645.18,29600.14,29610.0,11.5374,1683335219999,341719.2893709,374,6.00617,177857.5472101,0
2023-05-06 01:07:00,29610.0,29626.45,29589.5,29626.44,8.78641,1683335279999,260097.6288959,385,4.76191,140953.9179975,0
2023-05-06 01:08:00,29626.44,29626.45,29597.72,29603.4,4.38306,1683335339999,129777.4350858,145,2.16171,63994.2647211,0
2023-05-06 01:09:00,29604.34,29623.12,29586.79,29623.12,11.69648,1683335399999,346260.0812651,281,3.60332,106673.5769828,0
2023-05-06 01:10:00,29623.12,29623.27,29592.95,29606.48,9.11697,1683335459999,269930.8150561,164,2.67754,79253.7933855,0
2023-05-06 01:11:00,29601.76,29604.56,29590.0,29604.55,2.68508,1683335519999,79470.6393244,111,1.48032,43810.3211546,0
2023-05-06 01:12:00,29604.56,29608.67,29594.17,29594.18,1.79396,1683335579999,53106.3001817,52,0.45296,13406.6819451,0
2023-05-06 01:13:00,29590.01,29594.19,29572.57,29582.9,4.26582,1683335639999,126200.3246083,287,2.07085,61265.2846552,0
2023-05-06 01:14:00,29582.91,29623.29,29574.87,29614.19,15.29245,1683335699999,452567.8757271,226,9.24242,273532.4437169,0
2023-05-06 01:15:00,29614.19,29628.95,29599.11,29612.37,7.74397,1683335759999,229337.0261413,226,3.56033,105427.4448208,0
2023-05-06 01:16:00,29612.37,29618.73,29611.19,29616.14,0.86868,1683335819999,25723.3440779,49,0.31379,9291.7115352,0
2023-05-06 01:17:00,29616.14,29636.35,29612.16,29636.35,1.8386,1683335879999,54468.9382313,96,0.90076,26682.8637393,0
2023-05-06 01:18:00,29636.35,29639.99,29620.01,29620.01,3.46569,1683335939999,102706.1695574,84,1.02095,30252.8769425,0
2023-05-06 01:19:00,29620.0,29629.99,29590.0,29590.0,4.88381,1683335999999,144595.549032,147,1.0815,32018.9853485,0
2023-05-06 01:20:00,29590.01,29597.44,29580.85,29585.27,5.97027,1683336059999,176660.6485699,170,3.61173,106861.0258142,0
2023-05-06 01:21:00,29584.41,29589.2,29573.15,29579.84,6.81352,1683336119999,201535.1187139,136,3.08224,91160.7729476,0
2023-05-06 01:22:00,29578.73,29578.73,29548.96,29555.55,4.20229,1683336179999,124227.6302137,359,1.49481,44187.1761971,0
2023-05-06 01:23:00,29550.67,29566.83,29532.62,29540.9,12.62717,1683336239999,373190.0567914,401,6.37481,188401.1755978,0
2023-05-06 01:24:00,29540.9,29561.77,29540.9,29554.0,4.68745,1683336299999,138535.1195342,104,2.05103,60604.9586024,0
2023-05-06 01:25:00,29554.0,29566.83,29554.0,29566.82,1.43468,1683336359999,42409.5131039,83,0.71575,21156.1266267,0
2023-05-06 01:26:00,29566.83,29573.95,29550.0,29568.45,3.98032,1683336419999,117655.448127,144,2.32805,68811.9190407,0
2023-05-06 01:27:00,29568.44,29585.0,29568.09,29570.0,6.9599,1683336479999,205845.1079751,173,3.4266,101343.1848126,0
2023-05-06 01:28:00,29570.0,29570.0,29551.82,29569.99,3.38953,1683336539999,100202.0162165,100,1.23402,36474.5812011,0
2023-05-06 01:29:00,29567.01,29583.38,29563.16,29565.43,4.485,1683336599999,132642.7322482,161,3.08427,91210.89047,0
2023-05-06 01:30:00,29569.03,29589.99,29553.38,29589.99,6.64919,1683336659999,196588.4264945,235,3.04239,89933.2352818,0
2023-05-06 01:31:00,29589.99,29599.0,29576.35,29599.0,6.19077,1683336719999,183164.3296135,180,2.89463,85628.9371341,0
2023-05-06 01:32:00,29599.61,29615.0,29594.17,29609.97,4.68639,1683336779999,138735.9226619,170,2.64816,78392.7026015,0
2023-05-06 01:33:00,29609.96,29625.59,29606.48,29618.15,4.04954,1683336839999,119935.7645287,191,2.56182,75868.8669173,0
2023-05-06 01:34:00,29618.14,29618.14,29602.6,29602.63,4.21562,1683336899999,124826.1853425,156,2.54066,75227.5823985,0
2023-05-06 01:35:00,29602.63,29612.6,29602.63,29608.57,2.45364,1683336959999,72650.2292525,97,1.25534,37168.6378524,0
2023-05-06 01:36:00,29608.58,29613.48,29604.02,29613.48,2.61762,1683337019999,77497.3283276,85,1.30747,38708.8968516,0
2023-05-06 01:37:00,29613.48,29620.0,29606.48,29606.49,1.78222,1683337079999,52781.6863983,74,0.82267,24361.0926053,0
2023-05-06 01:38:00,29606.15,29618.19,29603.58,29614.08,4.95286,1683337139999,146636.3503551,76,1.30693,38692.0413024,0
2023-05-06 01:39:00,29614.07,29624.17,29606.27,29610.67,4.51033,1683337199999,133569.5569198,111,1.75169,51873.6552701,0
2023-05-06 01:40:00,29610.68,29610.68,29607.35,29607.36,2.21989,1683337259999,65726.4958322,54,1.0913,32310.5476253,0
2023-05-06 01:41:00,29607.35,29611.22,29598.61,29598.61,3.6278,1683337319999,107403.3792075,93,0.9077,26875.6451977,0
2023-05-06 01:42:00,29598.62,29609.99,29595.02,29609.99,2.20644,1683337379999,65315.7306738,69,0.67324,19927.4545507,0
2023-05-06 01:43:00,29610.0,29617.68,29610.0,29613.09,1.18173,1683337439999,34995.6223694,47,0.95073,28154.8245484,0
2023-05-06 01:44:00,29613.09,29619.99,29613.08,29614.66,1.48704,1683337499999,44041.1094617,51,0.66313,19638.419358,0
2023-05-06 01:45:00,29614.66,29630.0,29613.08,29613.08,4.02557,1683337559999,119258.0674745,142,2.93408,86922.6797541,0
2023-05-06 01:46:00,29613.08,29613.08,29567.8,29567.8,5.41791,1683337619999,160336.6271532,241,2.40059,71060.3139056,0
2023-05-06 01:47:00,29567.8,29575.62,29567.05,29567.43,2.1551,1683337679999,63727.5326078,93,0.81793,24186.8025521,0
2023-05-06 01:48:00,29567.43,29571.2,29567.42,29568.02,1.16225,1683337739999,34367.158257,63,0.33198,9816.1200806,0
2023-05-06 01:49:00,29568.03,29568.03,29553.12,29553.12,3.51713,1683337799999,103970.5350938,125,0.15766,4660.1699103,0
2023-05-06 01:50:00,29553.12,29553.12,29535.27,29535.27,3.49184,1683337859999,103153.8044848,160,2.00005,59080.5536105,0
2023-05-06 01:51:00,29535.01,29540.06,29535.0,29536.5,1.42054,1683337919999,41960.0108033,74,1.29737,38321.7552783,0
2023-05-06 01:52:00,29536.51,29541.54,29510.0,29516.81,5.76441,1683337979999,170173.3177165,389,1.29899,38343.9320567,0
2023-05-06 01:53:00,29516.82,29525.41,29503.78,29523.27,7.6186,1683338039999,224852.8483084,178,5.23136,154395.483707,0
2023-05-06 01:54:00,29523.27,29536.47,29517.34,29533.94,5.54237,1683338099999,163655.2252061,156,3.15217,93081.1258653,0
2023-05-06 01:55:00,29533.94,29543.75,29533.94,29537.17,2.16085,1683338159999,63833.4125391,96,1.93483,57156.1564815,0
2023-05-06 01:56:00,29537.17,29543.43,29537.16,29537.43,0.71252,1683338219999,21046.2145027,47,0.45221,13357.1190575,0
2023-05-06 01:57:00,29537.43,29537.43,29524.82,29530.02,3.7847,1683338279999,111764.2658195,102,1.07881,31856.3136952,0
2023-05-06 01:58:00,29530.03,29541.42,29527.15,29539.21,2.81417,1683338339999,83110.1061972,72,2.45391,72470.2425516,0
2023-05-06 01:59:00,29539.22,29555.0,29539.22,29549.26,3.44622,1683338399999,101829.6299704,88,2.17382,64226.5517068,0
2023-05-06 02:00:00,29549.26,29549.32,29546.21,29549.31,0.43855,1683338459999,12958.729923,45,0.05732,1693.7310132,0
2023-05-06 02:01:00,29549.31,29550.0,29543.54,29543.54,1.61663,1683338519999,47765.8559684,61,0.34008,10049.0634308,0
2023-05-06 02:02:00,29543.55,29545.43,29543.54,29545.42,1.04785,1683338579999,30958.9596087,69,0.22263,6577.6924257,0
2023-05-06 02:03:00,29545.42,29550.0,29530.0,29530.0,5.78497,1683338639999,170914.4019379,173,2.47708,73185.9117873,0
2023-05-06 02:04:00,29530.0,29530.0,29510.55,29510.55,6.58251,1683338699999,194328.4347478,180,0.96745,28554.7924865,0
2023-05-06 02:05:00,29510.33,29527.92,29506.16,29524.66,6.86884,1683338759999,202742.8190921,169,3.86878,114197.7147812,0
2023-05-06 02:06:00,29520.14,29520.14,29505.08,29505.28,1.95301,1683338819999,57633.80065,60,0.55479,16369.5827984,0
2023-05-06 02:07:00,29506.09,29506.09,29494.06,29495.03,2.81021,1683338879999,82897.9734603,286,0.46267,13646.9754339,0
2023-05-06 02:08:00,29495.03,29495.03,29481.0,29481.0,3.82492,1683338939999,112788.4921506,292,1.23271,36347.1675163,0
2023-05-06 02:09:00,29481.0,29482.0,29466.89,29479.75,5.13868,1683338999999,151472.4324146,288,2.51063,74003.5983093,0
2023-05-06 02:10:00,29479.74,29494.08,29474.18,29486.97,3.64229,1683339059999,107390.0004363,130,2.0574,60658.5366522,0
2023-05-06 02:11:00,29486.97,29490.0,29481.97,29487.95,2.66735,1683339119999,78648.1072826,64,1.66308,49036.6750657,0
2023-05-06 02:12:00,29487.95,29487.95,29460.3,29464.8,5.96714,1683339179999,175863.7473625,240,1.95149,57506.2869515,0
2023-05-06 02:13:00,29464.8,29478.04,29462.71,29468.21,4.52966,1683339239999,133479.774805,133,2.81138,82841.712032,0
2023-05-06 02:14:00,29468.22,29472.37,29461.09,29472.36,1.15327,1683339299999,33983.9071417,49,0.12531,3692.753941,0
2023-05-06 02:15:00,29472.37,29477.77,29467.08,29472.11,1.01354,1683339359999,29874.3848798,74,0.18174,5356.5941888,0
2023-05-06 02:16:00,29472.11,29472.11,29460.68,29463.55,1.82048,1683339419999,53636.6851207,80,1.14549,33748.9993478,0
2023-05-06 02:17:00,29466.27,29493.01,29466.27,29489.55,6.58951,1683339479999,194262.241773,122,5.08321,149853.3734193,0
2023-05-06 02:18:00,29489.55,29493.01,29488.76,29488.76,2.0506,1683339539999,60470.6389367,45,0.61381,18100.6809764,0
2023-05-06 02:19:00,29488.77,29490.99,29488.77,29490.98,0.25416,1683339599999,7495.2818092,26,0.15537,4581.8689939,0
2023-05-06 02:20:00,29490.99,29490.99,29483.66,29483.66,1.45475,1683339659999,42895.5401432,44,0.0291,858.1473872,0
2023-05-06 02:21:00,29483.66,29487.79,29478.09,29487.79,1.59136,1683339719999,46918.1672456,103,0.37232,10977.1048252,0
2023-05-06 02:22:00,29487.79,29490.01,29480.55,29490.01,3.67266,1683339779999,108296.0645115,85,2.47143,72876.0299786,0
2023-05-06 02:23:00,29490.02,29490.12,29486.03,29487.77,0.75413,1683339839999,22238.1348174,50,0.27326,8057.4321214,0
2023-05-06 02:24:00,29487.77,29487.77,29467.62,29467.62,3.95037,1683339899999,116452.6379807,105,0.2039,6010.4610136,0
2023-05-06 02:25:00,29467.61,29475.29,29460.97,29475.29,2.7506,1683339959999,81051.9731931,139,1.07737,31746.9862669,0
2023-05-06 02:26:00,29475.29,29475.3,29473.58,29473.58,1.03705,1683340019999,30566.1786501,61,0.00475,140.005838,0
2023-05-06 02:27:00,29473.58,29473.81,29438.96,29460.0,13.11755,1683340079999,386315.7455688,486,7.32532,215685.3868853,0
2023-05-06 02:28:00,29459.99,29473.75,29456.75,29473.74,2.75344,1683340139999,81130.0431349,114,1.32448,39023.9483294,0
2023-05-06 02:29:00,29473.75,29480.0,29473.74,29480.0,3.2554,1683340199999,95955.954096,75,1.86419,54949.3564401,0
2023-05-06 02:30:00,29479.99,29481.95,29479.99,29481.95,0.73577,1683340259999,21690.9176211,74,0.46975,13848.5789839,0
2023-05-06 02:31:00,29481.95,29487.5,29481.95,29487.49,4.25804,1683340319999,125550.0837745,108,3.68472,108644.669685,0
2023-05-06 02:32:00,29487.5,29488.24,29487.49,29488.23,0.75959,1683340379999,22398.8761754,46,0.40901,12060.9538266,0
2023-05-06 02:33:00,29488.23,29500.0,29488.23,29492.57,4.33432,1683340439999,127836.8935846,164,3.41352,100676.7373909,0
2023-05-06 02:34:00,29494.26,29500.0,29494.11,29494.12,2.89638,1683340499999,85438.7314062,71,1.52702,45044.9677424,0
2023-05-06 02:35:00,29494.12,29494.12,29484.57,29484.57,0.77482,1683340559999,22848.2193661,61,0.27246,8034.5821731,0
2023-05-06 02:36:00,29483.61,29483.61,29466.95,29472.4,2.48457,1683340619999,73222.8843838,120,0.70092,20658.481905,0
2023-05-06 02:37:00,29472.41,29472.41,29467.57,29467.57,1.36707,1683340679999,40286.6070705,74,0.57315,16889.7217143,0
2023-05-06 02:38:00,29467.57,29467.58,29453.58,29462.46,2.99645,1683340739999,88280.1520102,121,0.8345,24586.8123986,0
2023-05-06 02:39:00,29462.41,29467.56,29450.39,29460.87,6.38283,1683340799999,188029.9407352,153,1.17203,34526.4928248,0
2023-05-06 02:40:00,29461.99,29462.11,29451.63,29460.1,4.41879,1683340859999,130163.0254132,98,0.79759,23493.8284531,0
2023-05-06 02:41:00,29460.1,29467.53,29460.1,29467.28,5.37043,1683340919999,158239.174974,123,1.33644,39376.5076558,0
2023-05-06 02:42:00,29467.29,29475.03,29467.29,29475.03,3.71859,1683340979999,109593.667471,71,3.1821,93781.424241,0
2023-05-06 02:43:00,29475.04,29490.52,29475.04,29490.52,8.47896,1683341039999,249992.2978163,227,4.5099,132966.4453443,0
2023-05-06 02:44:00,29490.52,29493.04,29490.52,29491.4,2.07009,1683341099999,61050.5572937,56,1.03731,30591.9681449,0
2023-05-06 02:45:00,29491.36,29499.99,29491.24,29494.26,2.49439,1683341159999,73571.320507,100,1.54401,45539.1224277,0
2023-05-06 02:46:00,29494.26,29494.27,29480.33,29480.33,2.74644,1683341219999,80989.680917,84,0.48961,14438.0542886,0
2023-05-06 02:47:00,29480.34,29484.01,29477.14,29477.15,1.20667,1683341279999,35572.8019456,81,0.69935,20617.0853804,0
2023-05-06 02:48:00,29477.14,29481.66,29476.58,29481.66,0.48026,1683341339999,14157.5511758,31,0.0836,2464.4636507,0
2023-05-06 02:49:00,29483.68,29483.68,29475.53,29475.53,0.37421,1683341399999,11032.3868318,22,0.07555,2227.2256925,0
2023-05-06 02:50:00,29475.53,29475.53,29471.1,29475.01,0.51549,1683341459999,15193.5520896,62,0.16731,4931.1387271,0
2023-05-06 02:51:00,29475.02,29475.02,29474.9,29474.91,0.96427,1683341519999,28421.8648534,44,0.53561,15787.1115196,0
2023-05-06 02:52:00,29474.9,29479.9,29470.18,29470.18,2.33779,1683341579999,68910.2891189,110,1.30292,38406.9657523,0
2023-05-06 02:53:00,29470.17,29471.92,29465.88,29469.57,0.53268,1683341639999,15698.0281785,55,0.19059,5616.8641636,0
2023-05-06 02:54:00,29469.01,29469.01,29463.24,29463.25,1.2306,1683341699999,36262.7391354,50,0.50632,14919.5773974,0
2023-05-06 02:55:00,29463.24,29469.94,29463.05,29469.94,0.48972,1683341759999,14430.2132768,39,0.332,9782.581612,0
2023-05-06 02:56:00,29469.93,29469.94,29464.24,29464.25,2.86903,1683341819999,84534.6713741,52,2.72119,80178.318282,0
2023-05-06 02:57:00,29464.25,29465.92,29464.24,29464.24,0.63622,1683341879999,18746.1948459,41,0.21747,6407.8337853,0
2023-05-06 02:58:00,29463.34,29464.32,29462.02,29464.32,4.13172,1683341939999,121730.8169336,71,2.15574,63513.0475574,0
2023-05-06 02:59:00,29464.32,29471.14,29464.31,29471.13,0.65286,1683341999999,19237.5922742,47,0.31183,9188.1157944,0
2023-05-06 03:00:00,29471.13,29473.01,29465.32,29465.32,3.30523,1683342059999,97397.95108,73,2.03031,59825.017117,0
2023-05-06 03:01:00,29465.33,29465.33,29460.53,29460.53,1.69173,1683342119999,49843.1234528,41,0.71088,20944.5555768,0
2023-05-06 03:02:00,29460.53,29475.48,29460.53,29474.95,1.85722,1683342179999,54724.4225062,61,1.11621,32890.3593483,0
2023-05-06 03:03:00,29474.07,29475.6,29461.0,29461.0,1.34713,1683342239999,39704.916336,57,0.05175,1525.0443198,0
2023-05-06 03:04:00,29461.0,29461.0,29456.74,29456.74,1.84603,1683342299999,54382.9761593,113,0.11138,3280.9642808,0
2023-05-06 03:05:00,29456.74,29456.74,29436.37,29436.38,7.70329,1683342359999,226837.7570404,259,3.6939,108781.9485987,0
2023-05-06 03:06:00,29436.37,29445.98,29435.27,29443.88,3.92928,1683342419999,115683.2404328,133,3.21915,94776.5954233,0
2023-05-06 03:07:00,29443.92,29451.73,29443.91,29451.72,0.53827,1683342479999,15852.6480695,58,0.14225,4189.2485438,0
2023-05-06 03:08:00,29454.25,29462.3,29454.25,29462.29,1.72017,1683342539999,50669.7940468,61,0.87757,25849.751116,0
2023-05-06 03:09:00,29462.36,29467.56,29455.14,29455.15,3.28878,1683342599999,96898.4494969,115,2.02682,59716.6537048,0
2023-05-06 03:10:00,29455.15,29455.15,29451.69,29451.7,1.14191,1683342659999,33633.9255953,77,0.5648,16635.9006895,0
2023-05-06 03:11:00,29451.7,29451.78,29434.89,29435.0,6.82371,1683342719999,200918.1253373,119,0.81514,23998.384869,0
2023-05-06 03:12:00,29435.01,29448.44,29435.0,29443.81,2.86887,1683342779999,84461.7493816,99,2.1924,64542.8780226,0
2023-05-06 03:13:00,29443.81,29443.82,29418.91,29432.85,6.75152,1683342839999,198682.6098459,321,2.05269,60391.7383274,0
2023-05-06 03:14:00,29432.33,29432.33,29420.0,29423.81,2.09759,1683342899999,61718.0722437,90,1.38849,40853.9520598,0
2023-05-06 03:15:00,29423.82,29435.27,29423.82,29428.82,3.70425,1683342959999,109012.5232208,102,1.49021,43854.5922178,0
2023-05-06 03:16:00,29428.7,29428.71,29417.71,29417.71,2.50974,1683343019999,73846.8957052,74,0.35086,10324.5872127,0
2023-05-06 03:17:00,29417.77,29430.04,29417.77,29428.36,1.05661,1683343079999,31091.3937229,54,0.61008,17950.5548393,0
2023-05-06 03:18:00,29428.37,29428.37,29418.69,29422.04,3.94779,1683343139999,116156.0929929,77,0.87421,25720.9117981,0
2023-05-06 03:19:00,29422.07,29429.51,29410.0,29419.99,4.7388,1683343199999,139402.8074178,180,1.65054,48548.7151531,0
2023-05-06 03:20:00,29419.41,29420.02,29412.8,29413.08,0.86833,1683343259999,25543.3689521,43,0.54921,16155.9057099,0
2023-05-06 03:21:00,29413.08,29413.08,29408.28,29408.28,1.68658,1683343319999,49601.8836747,81,0.14028,4125.8522656,0
2023-05-06 03:22:00,29408.28,29408.34,29402.31,29402.32,4.11888,1683343379999,121116.1805541,164,0.34284,10082.2377087,0
2023-05-06 03:23:00,29402.31,29419.24,29400.0,29407.05,7.89904,1683343439999,232271.3381911,229,2.97239,87407.1568472,0
2023-05-06 03:24:00,29407.05,29407.05,29386.6,29394.16,10.59856,1683343499999,311537.0104682,327,5.85564,172107.333909,0
2023-05-06 03:25:00,29394.16,29399.97,29386.59,29386.59,0.96187,1683343559999,28274.5712045,74,0.15049,4423.5535876,0
2023-05-06 03:26:00,29386.6,29386.6,29373.41,29381.51,3.37726,1683343619999,99221.4694972,270,1.25298,36811.1260014,0
2023-05-06 03:27:00,29381.5,29382.89,29369.94,29382.88,5.45993,1683343679999,160391.7957671,160,4.27429,125564.5034371,0
